,Oil,US Bonds,US Dollar,Euro,Alternative Oil (Exxon),Gold,Japanese Yen,Natural Gas,US Economy (Spy)
7416,24.49,1.448,101.05,1.088,37.29,1633.4,111.19,1.659,2475.56
7417,22.6,1.439,99.35,1.1028,38.82,1651.2,109.58,1.637,2630.07
7418,21.51,1.244,98.36,1.114,36.95,1654.1,107.89,1.634,2541.47
7419,20.09,1.339,99.18,1.1046,37.5,1643.2,107.81,1.69,2626.65
7420,20.48,1.316,99.05,1.1029,37.97,1596.6,107.53,1.64,2584.59
7421,20.31,1.246,99.67,1.0962,37.53,1591.4,107.15,1.587,2470.5
7422,25.32,1.26,100.18,1.0856,40.4,1637.7,107.9,1.552,2526.9
7423,28.34,1.217,100.58,1.0808,39.21,1645.7,108.45,1.621,2488.65
7424,26.08,1.286,100.68,1.0791,40.47,1693.9,109.2,1.731,2663.68
7425,23.63,1.316,99.9,1.0889,41.24,1683.7,108.7,1.852,2659.41
7426,25.09,1.378,100.12,1.0856,43.85,1684.3,108.81,1.783,2749.98
7427,22.76,1.353,99.52,1.0927,43.13,1752.8,108.46,1.733,2789.82
7428,22.41,1.401,99.35,1.0913,42.76,1761.4,107.76,1.724,2761.63
7429,20.11,1.401,98.89,1.0979,42.43,1768.9,107.2,1.65,2846.06
7430,19.87,1.272,99.46,1.0907,40.48,1740.2,107.47,1.598,2783.36
7431,19.87,1.214,100.03,1.0835,39.15,1731.7,107.94,1.686,2799.55
7432,18.27,1.265,99.78,1.0876,43.22,1698.8,107.51,1.753,2874.56
7433,-37.63,1.227,99.96,1.0862,41.18,1711.2,107.61,1.924,2823.16
7434,10.01,1.16,100.26,1.0856,40.96,1687.8,107.76,1.821,2736.56
7435,13.78,1.215,100.39,1.0822,42.13,1738.3,107.72,1.939,2799.31
7436,16.5,1.181,100.43,1.0776,43.45,1745.4,107.58,1.815,2797.8
7437,16.94,1.175,100.38,1.082,43.73,1735.6,107.5,1.746,2836.74
7438,12.78,1.259,100.04,1.0828,43.94,1723.8,107.22,1.819,2878.48
7439,12.34,1.205,99.86,1.0818,44.97,1722.2,106.86,1.794,2863.39
7440,15.06,1.25,99.57,1.0873,47.46,1713.4,106.7,1.869,2939.51
7441,18.84,1.293,99.02,1.0955,46.47,1694.2,107.17,1.949,2912.43
7442,19.78,1.253,99.08,1.0983,43.14,1700.9,106.93,1.89,2830.71
7443,20.39,1.277,99.48,1.0906,44.88,1713.3,106.73,1.993,2842.74
7444,24.56,1.334,99.71,1.0838,44.83,1710.6,106.58,2.134,2868.44
7445,23.99,1.401,100.09,1.0794,43.99,1688.5,106.14,1.944,2848.42
7446,23.55,1.326,99.89,1.0832,44.24,1725.8,106.27,1.894,2881.19
7447,24.74,1.386,99.73,1.084,46.18,1713.9,106.65,1.823,2929.8
7448,24.14,1.414,100.24,1.0806,45.74,1698.0,107.66,1.826,2930.32
7449,25.78,1.374,99.93,1.0846,44.12,1706.8,107.13,1.72,2870.12
7450,25.29,1.344,100.24,1.0816,41.93,1716.4,107.02,1.616,2820.0
7451,27.56,1.29,100.47,1.0804,42.3,1740.9,107.24,1.681,2852.5
7452,29.43,1.325,100.4,1.0815,42.0,1756.3,107.02,1.646,2863.7
7453,31.82,1.435,99.67,1.0912,45.34,1734.4,107.33,1.783,2953.91
7454,32.5,1.414,99.37,1.0921,43.94,1745.6,107.68,1.83,2922.94
7455,33.49,1.409,99.12,1.0977,45.37,1752.1,107.51,1.771,2971.61
7456,33.92,1.398,99.37,1.0949,44.56,1721.9,107.61,1.71,2948.51
7457,33.25,1.37,99.86,1.09,44.6,1735.5,107.61,1.731,2955.45
7458,32.9,1.37,99.86,32.9,45.255,1715.5666666666666,107.66333333333333,1.863,2973.61
7459,33.92,1.37,99.86,1.0899,45.5825,1705.6,107.69,1.864,2982.69
7460,34.35,1.444,98.91,1.098,45.91,1717.3,107.52,1.793,2991.77
7461,32.81,1.459,99.06,1.1003,46.24,1710.7,107.71,1.722,3036.13
7462,33.71,1.462,98.38,1.1076,45.04,1728.3,107.63,1.827,3029.73
7463,35.49,1.411,98.34,1.1098,45.47,1751.7,107.77,1.849,3044.31
7464,35.44,1.465,97.83,1.1134,46.28,1750.3,107.58,1.774,3055.73
7465,36.81,1.491,97.67,1.1169,47.31,1734.0,108.66,1.777,3080.82
7466,37.29,1.533,97.28,1.1232,49.24,1704.8,108.89,1.821,3122.87
7467,37.41,1.635,96.68,1.1336,49.1,1727.4,109.13,1.822,3112.35
7468,39.55,1.669,96.94,1.1284,53.08,1683.0,109.58,1.782,3193.93
7469,38.19,1.643,96.62,1.1292,54.74,1705.1,108.42,1.789,3232.39
7470,38.94,1.579,96.32,1.134,53.52,1721.9,107.72,1.767,3207.18
7471,39.6,1.516,95.96,1.1369,50.65,1720.7,107.09,1.78,3190.14
7472,36.34,1.401,96.73,1.1297,46.18,1739.8,106.85,1.813,3002.1
7473,36.26,1.461,97.32,1.1254,47.17,1737.3,107.34,1.731,3041.31
7474,37.12,1.462,96.71,1.1322,47.14,1727.2,107.31,1.669,3066.59
7475,38.38,1.53,96.96,1.1263,48.2,1736.5,107.32,1.614,3124.74
7476,37.96,1.525,97.16,1.1243,46.63,1735.6,107.0,1.638,3113.49
7477,38.84,1.48,97.42,1.1202,46.92,1731.1,106.96,1.638,3115.34
7478,39.75,1.462,97.62,1.1175,45.98,1753.0,106.87,1.669,3097.74
7479,40.46,1.466,97.04,1.1258,46.42,1766.4,106.87,1.664,3117.86
7480,40.37,1.493,96.65,1.1306,46.7,1782.0,106.51,1.637,3131.29
7481,38.01,1.432,97.15,1.125,44.5,1775.1,107.02,1.597,3050.33
7482,38.72,1.429,97.43,1.1217,45.17,1770.6,107.19,1.482,3083.76
7483,38.49,1.371,97.43,1.1217,43.62,1780.3,107.21,1.495,3009.05
7484,39.7,1.381,97.54,1.124,44.32,1781.2,107.56,1.709,3053.24
7485,39.27,1.413,97.39,1.1231,44.72,1800.5,107.92,1.751,3100.29
7486,39.82,1.424,97.2,1.125,43.71,1779.9,107.46,1.671,3115.86
7487,40.65,1.429,97.32,1.1238,44.08,1790.0,107.48,1.734,3130.01
7488,40.28,1.43175,97.17,1.1248,44.1575,1793.5,107.5,1.746,3142.4375
7489,40.63,1.44,96.72,1.1308,44.39,1799.0,107.35,1.83,3179.72
7490,40.62,1.375,96.88,1.127,43.24,1809.9,107.51,1.876,3145.32
7491,40.9,1.401,96.43,1.1329,43.14,1820.6,107.25,1.824,3169.94
7492,39.62,1.313,96.7,1.1281,41.36,1803.8,107.19,1.779,3152.05
7493,40.55,1.333,96.65,1.1298,42.65,1801.9,106.89,1.805,3185.04
7494,40.1,1.309,96.46,1.134,42.66,1814.1,107.26,1.739,3155.22
7495,40.29,1.311,96.26,1.1396,44.07,1813.4,107.23,1.746,3197.52
7496,41.2,1.335,96.08,1.141,44.63,1813.8,106.92,1.778,3226.56
7497,40.75,1.311,96.35,1.1383,44.28,1800.3,107.26,1.723,3215.57
7498,40.59,1.327,95.94,1.1426,43.52,1810.0,106.99,1.718,3224.73
7499,40.81,1.312,95.83,1.1444,42.5,1817.4,107.24,1.641,3251.84
7500,41.96,1.312,95.12,1.1526,44.65,1843.9,106.76,1.675,3257.3
7501,41.9,1.298,94.99,1.1568,43.61,1865.1,107.14,1.681,3276.02
7502,41.07,1.232,94.69,1.1594,43.7,1890.0,106.85,1.785,3235.66
7503,41.29,1.226,94.43,1.1654,43.43,1897.5,106.12,1.808,3215.63
7504,41.6,1.259,93.67,1.1751,44.07,1931.0,105.37,1.734,3239.41
7505,41.04,1.217,93.7,1.1714,43.55,1944.6,105.08,1.8,3218.44
7506,41.27,1.24,93.45,1.179,44.03,1953.4,104.91,1.854,3258.44
7507,39.92,1.204,93.02,1.1846,41.87,1966.8,104.72,1.829,3246.22
7508,40.27,1.196,93.35,1.1774,42.08,1985.9,105.88,1.799,3271.12
7509,41.01,1.229,93.54,1.1761,42.25,1986.3,105.94,2.101,3294.61
7510,41.7,1.189,93.38,1.18,43.47,2021.0,105.7,2.193,3306.51
7511,42.19,1.225,92.87,1.1861,43.85,2049.3,105.57,2.191,3327.77
7512,41.95,1.201,92.79,1.1875,43.64,2069.4,105.54,2.165,3349.16
7513,41.22,1.234,93.43,1.1786,43.44,2028.0,105.91,2.238,3351.28
7514,41.94,1.256,93.58,1.1736,44.51,2039.7,105.95,2.153,3360.47
7515,41.61,1.331,93.63,1.1739,44.97,1946.3,106.48,2.171,3333.69
7516,42.67,1.369,93.44,1.1782,44.09,1949.0,106.89,2.152,3380.35
7517,42.24,1.424,93.33,1.1812,43.01,1970.4,106.92,2.182,3373.43
7518,42.01,1.444,93.1,1.1841,43.2,1949.8,106.59,2.356,3372.85
7519,42.89,1.436,92.85,1.1869,42.64,1998.7,105.99,2.339,3381.99
7520,42.89,1.4,92.27,1.1929,42.43,2013.1,105.42,2.417,3389.78
7521,42.93,1.425,92.89,1.1836,41.96,1970.3,106.1,2.426,3374.85
7522,42.58,1.387,92.79,1.1859,41.32,1946.5,105.79,2.352,3385.51
7523,42.34,1.349,93.25,1.1795,41.01,1947.0,105.78,2.448,3397.16
7524,42.62,1.356,93.3,1.1787,42.22,1939.2,105.97,2.513,3431.28
7525,43.35,1.398,93.02,1.1833,40.88,1923.1,106.36,2.489,3443.62
7526,43.39,1.408,93.01,1.1829,40.01,1952.5,105.98,2.461,3478.73
7527,43.04,1.51,93.0,1.1821,39.74,1932.6,106.55,2.579,3484.55
7528,42.97,1.506,92.37,1.1903,40.69,1974.9,105.34,2.657,3508.01
7529,42.61,1.476,92.14,1.1936,39.94,1978.6,105.89,2.63,3500.31
7530,42.76,1.424,92.34,1.191,39.43,1978.9,105.95,2.527,3526.65
7531,41.51,1.377,92.85,1.1853,39.19,1944.7,106.18,2.486,3580.84
7532,41.37,1.361,92.74,1.1849,39.11,1937.8,106.17,2.487,3455.06
7533,39.77,1.473,92.72,1.1838,39.08,1934.3,106.23,2.588,3426.96
7534,38.75,1.4763333333333333,92.72,38.75,38.63,1940.2333333333331,106.24333333333334,2.561,3379.4
7535,39.2,1.478,92.72,1.1817,38.405,1943.2,106.25,2.541,3355.62
7536,36.76,1.426,93.44,1.1779,38.18,1939.5,106.01,2.4,3331.84
7537,38.05,1.454,93.25,1.1802,37.95,1954.9,106.17,2.406,3398.96
7538,37.3,1.421,93.34,1.1813,37.0,1964.3,106.13,2.323,3339.19
7539,37.33,1.413,93.33,1.1845,36.9,1947.9,106.14,2.269,3340.97
7540,37.26,1.415,93.05,1.1868,36.66,1963.7,105.72,2.31,3383.54
7541,38.28,1.434,93.05,1.1845,36.27,1966.2,105.43,2.362,3401.2
7542,40.16,1.462,93.21,1.1814,37.81,1970.5,104.94,2.267,3385.49
7543,40.97,1.44,92.97,1.1847,37.8,1949.9,104.73,2.042,3357.01
7544,41.11,1.455,92.93,1.1837,37.19,1962.1,104.55,2.048,3319.47
7545,39.31,1.418,93.66,1.1769,36.43,1910.6,104.64,1.835,3281.06
7546,39.6,1.421,93.99,1.1706,35.53,1907.6,104.91,1.834,3315.57
7547,39.93,1.423,94.39,1.1659,34.39,1868.4,105.37,2.125,3236.92
7548,40.31,1.406,94.35,1.1672,34.32,1876.9,105.4,2.248,3246.59
7549,40.25,1.402,94.64,1.163,34.64,1866.3,105.6,2.139,3298.46
7550,40.6,1.419,94.28,1.1664,35.31,1882.3,105.49,2.101,3351.6
7551,39.29,1.417,93.89,1.1742,34.28,1903.2,105.64,2.561,3335.47
7552,40.22,1.454,93.89,1.1718,34.33,1895.5,105.45,2.527,3363.0
7553,38.72,1.455,93.71,1.1747,33.13,1916.3,105.5,2.527,3380.8
7554,37.05,1.492,93.84,1.1713,32.98,1907.6,105.33,2.438,3348.44
7555,39.22,1.584,93.51,1.1781,33.74,1920.1,105.72,2.615,3408.63
7556,40.67,1.531,93.69,1.1734,33.39,1908.8,105.62,2.52,3360.95
7557,39.95,1.581,93.63,1.176,33.5,1890.8,105.96,2.606,3419.45
7558,41.19,1.581,93.61,1.1758,35.26,1895.1,106.01,2.627,3446.83
7559,40.6,1.577,93.06,1.1824,34.74,1926.2,105.59,2.741,3477.13
7560,39.43,1.556,93.07,1.1813,34.63,1928.9,105.3,2.881,3534.22
7561,40.2,1.513,93.53,1.1744,34.22,1894.6,105.47,2.855,3511.93
7562,41.04,1.51,93.38,1.1746,34.15,1907.3,105.15,2.636,3488.67
7563,40.96,1.519,93.86,1.1706,34.45,1908.9,105.44,2.775,3483.34
7564,40.88,1.535,93.68,1.1718,34.1,1906.4,105.4,2.773,3483.81
7565,40.83,1.562,93.43,1.1766,33.42,1911.7,105.42,2.795,3426.92
7566,41.46,1.593,93.07,1.1821,33.7,1915.4,105.49,2.913,3443.12
7567,40.03,1.633,92.61,1.1861,33.16,1929.5,104.56,3.023,3435.56
7568,40.64,1.681,92.95,1.1816,34.86,1904.6,104.82,3.007,3453.49
7569,39.85,1.641,92.77,1.1859,34.16,1905.2,104.69,2.971,3465.39
7570,38.56,1.592,93.04,1.1808,33.35,1905.7,104.82,3.024,3400.97
7571,39.57,1.554,92.94,1.1795,32.82,1911.9,104.4,3.019,3390.68
7572,37.39,1.56,93.4,1.1744,31.57,1879.2,104.29,2.996,3271.03
7573,36.17,1.609,93.96,1.1674,32.97,1868.0,104.61,3.301,3310.11
7574,35.79,1.658,94.04,1.1647,32.62,1879.9,104.64,3.354,3269.96
7575,36.81,1.622,94.13,1.164,33.99,1892.5,104.71,3.244,3310.24
7576,37.66,1.676,93.55,1.1711,33.41,1910.4,104.46,3.059,3369.16
7577,39.15,1.546,93.41,1.1722,33.23,1896.2,104.48,3.046,3443.44
7578,38.79,1.526,92.53,1.1821,33.17,1946.8,103.47,2.942,3510.45
7579,37.14,1.601,92.23,1.1872,32.78,1951.7,103.33,2.888,3509.44
7580,40.29,1.712,92.72,1.1813,36.93,1854.4,105.36,2.859,3550.5
7581,41.36,1.747,92.75,1.1814,36.86,1876.4,105.28,2.949,3545.53
7582,41.45,1.727,93.04,1.1777,36.48,1861.6,105.42,3.031,3572.66
7583,41.12,1.641,92.96,1.1804,35.23,1873.3,105.12,2.976,3537.01
7584,40.13,1.648,92.75,1.1832,36.08,1886.2,104.62,2.995,3585.15
7585,41.34,1.668,92.64,1.1853,38.16,1887.8,104.56,2.697,3626.91
7586,41.43,1.611,92.42,1.1861,38.67,1885.1,104.17,2.692,3609.53
7587,41.82,1.601,92.32,1.1852,37.21,1873.9,103.83,2.712,3567.79
7588,41.74,1.558,92.29,1.1873,37.4,1861.5,103.72,2.592,3581.87
7589,42.15,1.516,92.39,1.1853,36.94,1872.4,103.85,2.65,3557.54
7590,43.06,1.557,92.5,1.184,39.36,1837.8,104.54,2.711,3577.59
7591,44.91,1.612,92.23,1.1888,41.98,1804.6,104.43,2.775,3635.41
7592,45.71,1.627,91.99,1.1913,40.81,1805.5,104.45,2.896,3629.65
7593,44.98,1.603,91.99,1.1913,40.5,1788.1,104.25,2.93,3634.0
7594,45.53,1.576,91.79,1.1962,40.19,1788.1,104.1,2.843,3638.35
7595,45.34,1.569,91.87,1.1928,38.13,1780.9,104.27,2.882,3621.63
7596,44.55,1.671,91.31,1.207,38.5,1818.9,104.3,2.88,3662.45
7597,45.28,1.69,91.12,1.2115,39.94,1830.2,104.4,2.78,3669.01
7598,45.64,1.656,90.71,1.214,40.21,1841.1,103.83,2.507,3666.72
7599,46.26,1.741,90.7,1.212,41.68,1840.0,104.14,2.575,3699.12
7600,45.76,1.686,90.79,1.2108,40.9,1866.0,104.06,2.406,3691.96
7601,45.6,1.667,90.96,1.2101,42.24,1874.9,104.15,2.399,3702.25
7602,45.52,1.688,91.09,1.2081,42.8,1838.5,104.21,2.442,3672.82
7603,46.78,1.628,90.82,1.2136,44.01,1837.4,104.2,2.553,3668.1
7604,46.57,1.628,90.98,1.2111,43.8,1843.6,104.01,2.591,3663.46
7605,46.99,1.633,90.71,1.2143,42.22,1832.1,104.03,2.682,3647.49
7606,47.62,1.653,90.47,1.2151,43.04,1855.3,103.66,2.682,3694.62
7607,47.82,1.657,90.45,1.2197,43.7,1859.1,103.48,2.677,3701.17
7608,48.36,1.681,89.82,1.2266,43.48,1890.4,103.1,2.636,3722.48
7609,49.1,1.69,90.02,1.2255,42.73,1888.9,103.31,2.7,3709.41
7610,47.74,1.678,90.04,1.2242,41.95,1882.8,103.3,2.705,3694.92
7611,47.02,1.654,90.65,1.2161,41.24,1870.3,103.63,2.78,3687.26
7612,48.12,1.685,90.41,1.2185,41.77,1878.1,103.55,2.608,3690.01
7613,48.23,1.662,90.32,1.2186,41.6,1883.2,103.63,2.518,3703.06
7614,47.62,1.659,90.34,1.2214,41.74,1880.4,103.78,2.305,3735.36
7615,48.0,1.679,89.99,1.2247,41.27,1882.9,103.56,2.467,3727.04
7616,48.4,1.66,89.68,1.2295,41.6,1893.4,103.17,2.422,3732.04
7617,48.52,1.646,89.94,1.2213,41.22,1895.1,103.24,2.539,3756.07
7618,47.62,1.662,89.87,1.2248,41.5,1946.6,103.1,2.581,3700.65
7619,49.93,1.704,89.44,1.2294,43.5,1954.4,102.72,2.702,3726.86
7620,50.63,1.812,89.53,1.2325,44.61,1908.6,103.04,2.716,3748.14
7621,50.83,1.859,89.83,1.227,44.96,1913.6,103.8,2.729,3803.79
7622,52.24,1.875,90.1,1.2218,45.46,1835.4,103.93,2.7,3824.68
7623,52.25,1.883,90.46,1.2149,46.84,1850.8,104.24,2.747,3799.61
7624,53.21,1.874,90.09,1.2207,47.88,1844.2,103.75,2.753,3801.19
7625,52.91,1.824,90.36,1.2157,48.42,1854.9,103.85,2.727,3809.84
7626,53.57,1.873,90.24,1.2156,50.31,1851.4,103.79,2.666,3795.54
7627,52.36,1.839,90.77,1.2078,47.89,1829.9,103.87,2.737,3768.25
7628,52.2,1.849,90.76333333333334,52.2,48.365,1836.7666666666669,103.75,2.64,3783.58
7629,52.36,1.854,90.76,1.2076,48.602500000000006,1840.2,103.69,2.637,3791.245
7630,52.98,1.839,90.5,1.2128,48.84,1842.0,103.89,2.546,3798.91
7631,53.24,1.825,90.47,1.2104,49.53,1866.5,103.52,2.539,3851.85
7632,53.13,1.873,90.13,1.2162,48.11,1865.9,103.48,2.491,3853.07
7633,52.27,1.847,90.24,1.2167,47.43,1856.2,103.77,2.446,3841.47
7634,52.77,1.796,90.39,1.2137,46.9,1855.2,103.73,2.602,3855.36
7635,52.61,1.79,90.17,1.216,45.87,1850.9,103.6,2.656,3849.62
7636,52.85,1.771,90.65,1.2108,45.35,1844.9,104.09,2.76,3750.77
7637,52.34,1.814,90.46,1.2121,46.06,1841.2,104.21,2.664,3787.38
7638,52.2,1.835,90.58,1.2136,44.84,1850.3,104.68,2.564,3714.24
7639,53.55,1.853,90.98,1.2059,44.92,1863.9,104.91,2.85,3773.86
7640,54.76,1.867,91.2,1.2042,45.63,1833.4,104.97,2.845,3826.31
7641,55.69,1.927,91.17,1.2034,47.42,1835.1,105.01,2.789,3830.17
7642,56.23,1.932,91.53,1.1962,48.33,1791.2,105.54,2.935,3871.74
7643,56.85,1.977,91.04,1.2042,49.95,1813.0,105.36,2.863,3886.83
7644,57.97,1.96,90.93,1.2048,52.1,1834.2,105.22,2.882,3915.59
7645,58.36,1.952,90.44,1.2117,50.63,1837.5,104.57,2.835,3911.23
7646,58.68,1.91,90.37,1.2116,51.12,1842.7,104.57,2.911,3909.88
7647,58.24,1.954,90.42,1.2128,49.84,1826.8,104.72,2.868,3916.38
7648,59.47,2.011,90.48,1.2118,50.52,1823.2,104.93,2.912,3934.83
7649,60.37,2.029666666666667,90.48,60.37,51.28,1807.0666666666664,105.21666666666668,3.035,3933.71
7650,60.09,2.039,90.48,1.2127,51.66,1799.0,105.36,3.067,3933.15
7651,60.05,2.088,90.51,1.2104,52.04,1799.0,106.04,3.129,3932.59
7652,61.14,2.045,90.95,1.2036,52.85,1772.8,105.85,3.219,3931.33
7653,60.52,2.085,90.59,1.2088,52.02,1775.0,105.66,3.082,3913.97
7654,59.24,2.135,90.36,1.2117,52.37,1777.4,105.43,3.069,3906.71
7655,61.49,2.179,90.01,1.2154,54.3,1808.4,105.06,2.953,3876.5
7656,61.67,2.179,90.17,1.2149,55.05,1805.9,105.24,2.879,3881.37
7657,63.22,2.225,90.18,1.2164,56.7,1797.9,105.86,2.854,3925.43
7658,63.53,2.298,90.13,1.2176,55.76,1775.4,106.21,2.777,3829.34
7659,61.5,2.154,90.88,1.2074,54.37,1728.8,106.58,2.771,3811.15
7660,60.64,2.199,91.04,1.2047,56.4,1723.0,106.75,2.777,3901.82
7661,59.75,2.199,90.79,1.2089,56.07,1733.6,106.67,2.839,3870.29
7662,61.28,2.275,90.95,1.2062,56.52,1715.8,106.99,2.816,3819.72
7663,63.83,2.32,91.63,1.1966,58.71,1700.7,107.97,2.746,3768.47
7664,66.09,2.309,91.98,1.1917,60.93,1698.5,108.34,2.701,3841.94
7665,65.05,2.328,92.31,1.1843,60.87,1678.0,108.86,2.664,3821.35
7666,64.01,2.236,91.96,1.1898,59.93,1716.9,108.46,2.662,3875.44
7667,64.44,2.244,91.82,1.1925,61.77,1721.8,108.38,2.692,3898.81
7668,66.02,2.295,91.42,1.1984,61.31,1722.6,108.49,2.668,3939.34
7669,65.61,2.378,91.68,1.1952,61.97,1719.8,109.0,2.6,3943.34
7670,65.39,2.359,91.83,1.1928,60.39,1729.2,109.12,2.484,3968.94
7671,64.8,2.378,91.86,1.19,59.11,1730.9,108.98,2.562,3962.71
7672,64.6,2.42,91.44,1.1978,59.37,1727.1,108.83,2.528,3974.12
7673,60.0,2.452,91.86,1.1915,56.81,1732.5,108.88,2.481,3915.46
7674,61.42,2.437,91.92,1.1903,56.49,1741.7,108.87,2.535,3913.1
7675,61.55,2.398,91.74,1.1931,55.91,1738.1,108.83,2.582,3940.59
7676,57.76,2.329,92.34,1.1849,55.22,1725.1,108.56,2.508,3910.52
7677,61.18,2.315,92.53,1.1812,56.34,1733.2,108.72,2.518,3889.14
7678,58.56,2.353,92.53,1.1764,56.18,1725.1,109.17,2.57,3909.52
7679,60.97,2.379,92.77,1.1796,57.71,1732.3,109.64,2.557,3974.54
7680,61.56,2.417,92.94,1.1762,57.4,1712.2,109.78,2.586,3971.09
7681,60.55,2.368,93.3,1.1714,56.69,1686.0,110.34,2.623,3958.55
7682,59.16,2.415,93.23,1.1728,55.83,1715.6,110.7,2.608,3972.89
7683,61.45,2.334,92.93,1.1775,57.39,1728.4,110.6,2.639,4019.87
7684,58.65,2.349,92.6,1.1811,56.5,1728.8,110.17,2.511,4077.91
7685,59.33,2.325,92.33,1.1875,56.34,1743.0,109.74,2.456,4073.94
7686,59.77,2.365,92.46,1.187,56.59,1741.6,109.84,2.52,4079.95
7687,59.6,2.316,92.06,1.1912,56.0,1758.2,109.24,2.522,4097.17
7688,59.32,2.336,92.16,1.1896,55.87,1744.8,109.65,2.526,4128.8
7689,59.7,2.338,92.14,1.1909,55.5,1732.7,109.37,2.561,4127.99
7690,60.18,2.299,91.85,1.1946,55.71,1747.6,109.05,2.619,4141.59
7691,63.15,2.316,91.69,1.1978,57.32,1736.3,108.91,2.618,4124.66
7692,63.46,2.265,91.69,1.1965,56.98,1766.8,108.74,2.658,4170.42
7693,63.13,2.281,91.56,1.1983,56.66,1780.2,108.77,2.68,4185.47
7694,63.38,2.296,91.07,1.2033,56.48,1770.6,108.15,2.749,4163.26
7695,62.44,2.26,91.24,1.2033,55.29,1778.4,108.08,2.727,4134.94
7696,61.35,2.255,91.15,1.2033,56.0,1793.1,108.05,2.692,4173.42
7697,61.43,2.223,91.33,1.2015,55.27,1782.0,107.96,2.749,4134.98
7698,62.14,2.235,90.86,1.2099,55.57,1777.8,107.91,2.73,4180.17
7699,61.91,2.244,90.81,1.2083,55.68,1780.1,108.08,2.79,4187.62
7700,62.94,2.297,90.91,1.209,56.41,1778.8,108.68,2.873,4186.72
7701,63.86,2.29,90.61,1.2123,58.11,1773.9,108.59,2.925,4183.18
7702,65.01,2.304,90.61,1.2118,58.94,1768.3,108.91,2.911,4211.47
7703,63.58,2.298,91.28,1.2018,57.24,1767.7,109.27,2.931,4181.17
7704,64.49,2.284,90.94,1.2061,58.82,1791.8,109.06,2.966,4192.66
7705,65.69,2.262,91.29,1.2013,59.19,1776.0,109.33,2.967,4164.66
7706,65.63,2.245,91.31,1.2005,60.97,1784.3,109.18,2.938,4167.59
7707,64.71,2.241,90.95,1.2064,61.55,1815.7,109.08,2.928,4201.62
7708,64.9,2.281,90.23,1.2163,62.43,1831.3,108.6,2.958,4232.6
7709,64.92,2.326,90.21,1.2129,62.58,1837.6,108.78,2.932,4188.43
7710,65.28,2.347,90.14,1.2146,60.59,1836.1,108.61,2.955,4152.1
7711,66.08,2.414,90.71,1.2069,60.04,1822.8,109.65,2.969,4063.04
7712,63.82,2.402,90.75,1.2078,59.3,1824.0,109.45,2.973,4112.5
7713,65.37,2.347,90.32,1.214,60.77,1838.1,109.34,2.961,4173.85
7714,66.27,2.365,90.16,1.2151,62.19,1867.6,109.19,3.109,4163.29
7715,65.49,2.362,89.75,1.222,60.43,1868.0,108.88,3.012,4127.83
7716,63.36,2.375,90.19,1.2172,58.98,1881.5,109.21,2.964,4115.68
7717,62.05,2.333,89.81,1.2226,58.84,1881.9,108.75,2.925,4159.12
7718,63.58,2.318,90.02,1.2179,58.92,1876.7,108.94,2.906,4155.86
7719,66.05,2.3,89.84,1.2215,59.61,1884.5,108.74,2.886,4197.05
7720,66.07,2.253,89.64,1.225,58.26,1898.0,108.76,2.913,4188.13
7721,66.21,2.261,90.04,1.219,58.94,1901.2,109.14,2.984,4195.99
7722,66.85,2.28,89.97,1.2192,58.56,1895.7,109.8,2.958,4200.88
7723,66.32,2.263,90.03,1.2189,58.37,1905.3,109.81,2.986,4204.11
7724,66.59,2.2816666666666667,90.03,66.59,59.415,1905.1,109.63,3.037,4203.075
7725,66.96,2.291,90.03,1.2225,59.9375,1905.0,109.54,3.055,4202.5575
7726,67.72,2.287,89.83,1.2211,60.46,1905.0,109.45,3.104,4202.04
7727,68.83,2.272,89.91,1.2209,60.94,1909.9,109.54,3.075,4208.12
7728,68.81,2.297,90.51,1.2124,61.18,1873.3,110.28,3.041,4192.85
7729,69.62,2.232,90.14,1.2165,61.45,1892.0,109.49,3.097,4229.89
7730,69.23,2.247,89.95,1.2189,61.05,1898.8,109.24,3.07,4226.52
7731,70.05,2.22,90.08,1.2171,62.13,1894.4,109.49,3.128,4227.26
7732,69.96,2.17,90.12,1.2178,62.65,1895.5,109.61,3.129,4219.55
7733,70.29,2.13,90.07,1.2169,62.75,1896.4,109.31,3.149,4239.18
7734,70.91,2.142,90.56,1.2106,62.17,1879.6,109.65,3.296,4247.44
7735,70.88,2.184,90.52,1.2118,62.07,1865.9,110.06,3.352,4255.15
7736,72.12,2.185,90.54,1.2124,64.33,1856.4,110.07,3.24,4246.59
7737,72.15,2.211,91.13,1.1994,64.1,1861.4,110.69,3.251,4223.7
7738,71.04,2.098,91.89,1.1906,61.99,1774.8,110.2,3.253,4221.86
7739,71.64,2.017,92.22,1.186,60.4,1769.0,110.19,3.215,4166.45
7740,73.66,2.12,91.9,1.1915,62.59,1782.9,110.3,3.191,4224.79
7741,73.06,2.091,91.76,1.1938,63.79,1777.4,110.64,3.258,4246.44
7742,73.08,2.105,91.8,1.1925,64.26,1783.4,110.94,3.333,4241.84
7743,73.3,2.106,91.81,1.193,64.52,1776.7,110.86,3.418,4266.49
7744,74.05,2.151,91.85,1.1933,64.66,1777.8,110.77,3.496,4280.7
7745,72.91,2.101,91.89,1.1924,63.01,1780.7,110.62,3.617,4290.61
7746,72.98,2.088,92.05,1.1895,62.62,1763.6,110.5,3.63,4291.8
